name,type,lat,lng,address,rating,reviews,budget,time_h,mood,description,popular,source
Munsar Lake,Stepwell Lake,23.778,72.6384,Vadnagar Gujarat,4.3,320,Regular,1.5,Relaxation,Holy water reservoir surrounded by shrines.,No,Holidify
Jasdan Palace,Palace,22.0303,71.2077,Jasdan Gujarat,4.2,210,Regular,1.5,Cultural,Former princely estate with garden and relics.,No,TripAdvisor
Rajmahal Palace Mehsana,Heritage Site,23.5977,72.3674,Mehsana Gujarat,4.1,370,Regular,1.5,Cultural,Former palace now converted into government building.,No,Mehsana Civic Resource
Dandi Kutir Museum,Museum,23.2394,72.6543,Gandhinagar Gujarat,4.6,9600,Moderate,2.5,Cultural,Modern Gandhi museum shaped like a salt mound.,Yes,TripAdvisor
Bakor Eco Campsite,Nature Camp,23.1839,73.4668,Santrampur Gujarat,4.3,190,Regular,2.5,Relaxation,Affordable jungle campsite unde Gujarat eco-tourism.,No,Gujarat Forest Dept
Ratanpur Fort Ruins,Fort Ruins,24.3442,73.2653,Near Ambaji Gujarat,4,120,Regular,1.5,Adventure,Rural rocky hilltop ruins in forest setting.,No,Holidify
Shaheed Van,Memorial Park,21.5234,70.4573,Junagadh Gujarat,4.1,210,Regular,1.5,Cultural,Freedom fighters memorial with leafy surroundings.,No,Gujarat Archives
Ghoghla Beach,Beach,20.7074,70.9784,Ghoghla  near Diu border Gujarat,4.4,1280,Regular,2,Relaxation,Pristine and clean beach popular with families.,Yes,TripAdvisor
Palitana Jain Temples,Temple Complex,21.5202,71.8374,Palitana Gujarat,4.8,18500,Moderate,4,Spiritual,Shatrunjaya hill has 800+ Jain marble temples.,Yes,Holidify
Aina Mahal,Museum Palace,23.2415,69.6638,Bhuj Gujarat,4.2,6440,Regular,2,Cultural,'Hall of Mirrors' royal palace with European designs.,Yes,TripAdvisor
Arnej Stepwell,Stepwell,22.6443,72.0534,Ahmedabad District Gujarat,4,180,Regular,1.2,Family,Hidden stepwell with solitary village location.,No,ASI
Khodiyar Lake,Lake,21.5005,72.9764,Bardoli  Surat District Gujarat,4.2,300,Regular,1.5,Relaxation,Tranquil freshwater lake with boating facility.,No,Holidify
Swaminarayan Mandir Vadtal,Temple,22.6887,72.8462,Vadtal Gujarat,4.5,3700,Regular,2,Spiritual,Major temple managed by BAPS Swaminarayan sampraday.,Yes,TripAdvisor
Rampara Wildlife Sanctuary,Wildlife Sanctuary,22.0776,71.0245,Rajkot District Gujarat,4.3,840,Regular,3,Relaxation,Known for blue bulls hyenas  and birdwatching trails.,Yes,Gujarat Forest Dept
Vikram A Sarabhai Space Exhibition,Museum,23.0712,72.5401,AES Campus  Ahmedabad,4.5,2150,Regular,2,Educational,ISRO-backed space center showcasing satellites and models.,Yes,Gujarat Science City
Samalaji Temple,Pilgrimage Site,23.5653,73.3912,Aravalli District Gujarat,4.4,1250,Regular,2,Spiritual,Popular Vaishnav shrine by Meshwo river.,Yes,TripAdvisor
Kavi Shree Narmad House,Memorial Home,21.192,72.8255,Surat Gujarat,4.2,510,Regular,1,Cultural,Museum set in home of famous Gujarati poet.,No,Holidify
Neelkantheshwar Temple,Temple,22.5273,72.9312,Dakor Gujarat,4.3,730,Regular,1.5,Spiritual,Shiva temple amid reeds and lotus-covered lake.,No,TripAdvisor
Ratnaprabha Jain Tirth,Village Temple,23.2742,69.882,Near Bhuj Gujarat,4.3,430,Regular,1.5,Spiritual,Jain tirth in huts near coastal Kutch village.,No,JainTirth.com
Halaru Eco Village,Eco Village,22.9841,69.1452,Halaru  Kutch Gujarat,4.4,190,Moderate,2.5,Relaxation,Locally managed eco-stay promoting sustainable rural tourism.,No,Holidify
Mata no Madh,Temple,23.4993,69.0196,Lakhpat Taluka  Kutch Gujarat,4.6,7200,Regular,2,Spiritual,Temple of Ashapura Mata flourishing in desert zone.,Yes,Gujarat Tourism
Devka Beach,Beach,20.4271,72.8369,Daman (border) Gujarat,4,2750,Regular,2,Relaxation,Urban beach with food kiosks and kids' rides.,Yes,TripAdvisor
Rajpipla Palace,Palace,21.8707,73.4924,Rajpipla Gujarat,4.1,113,Regular,1.5,Cultural,Heritage monument converted into occasional luxe stay.,No,Holidify
Shetrunjaya River,Scenic River,21.4912,71.7511,Palitana Town Gujarat,4.3,280,Regular,1,Relaxation,Sacred river passing through temple-filled town.,No,TripAdvisor
Ninai Waterfalls,Waterfall,21.7295,73.5327,Dediapada  Narmada District,4.5,780,Regular,2,Relaxation,Hidden monsoon spot down mud-tracks and forest edges.,Yes,Gujarat Forest Dept
Mughal Sarai,Historic Inn,23.2111,69.6936,Bhuj Gujarat,4,155,Regular,1,Cultural,Mughal-era caravan stopover structure in city center.,No,UNESCO
Jamjir Waterfall,Waterfall,21.9446,70.5611,Gir Region  Junagadh Gujarat,4.2,720,Regular,2,Relaxation,Nature retreat combining waterfalls and rocky pools.,No,Holidify
Moghalrajpur Stepwell,Stepwell,23.7521,72.628,Vadnagar Gujarat,4.1,114,Regular,1.2,Cultural,Stone-carved circular stepwell a hidden treasure.,No,ASI
Jambhava Cave Temple,Cave Temple,20.957,72.8286,Daman border hill Gujarat,4.3,150,Regular,1.2,Spiritual,Mythical cave of Bhakta Jambuvan mentioned in epics.,No,Local Legend
Parnera Fort,Heritage Fort,20.5651,72.9712,Valsad District Gujarat,4.2,980,Regular,2.5,Adventure,Fort ruins on high hill with coastal views.,No,Holidify
Bhujiyo Hill,Viewpoint & Fort,23.2388,69.6842,Bhuj Gujarat,4.3,1850,Regular,2,Relaxation,Hiking spot with panoramic city views and historical fort.,Yes,TripAdvisor
Narsinh Mehta No Choro,Heritage Site,21.5272,70.4569,Junagadh Gujarat,4.4,720,Regular,1.5,Cultural,Saint-poet’s house-turned-devotional center.,Yes,Gujarat Tourism
Tarnetar Fair Ground,Festival Ground,22.8357,71.1927,Saurashtra Region Gujarat,4.5,920,Regular,2,Cultural,Host of matchmaking mela with folk dance & stalls.,Yes,Gujarat Tourism
Sartanji Choro,Gateway Arch,21.5271,70.4493,Junagadh Gujarat,4.2,380,Regular,0.8,Cultural,“Umbrella-style” rock-carved gateway from palace era.,No,Museum Archive
Pithad Jain Derasar,Temple,21.1842,70.3866,Gir Taluka Gujarat,4.1,210,Regular,1.5,Spiritual,Historic marble temple held sacred by Jain sect.,No,Jain Sites
Valinath Mahadev Temple,Temple,20.9416,72.8597,Vapi Town Gujarat,4.3,510,Regular,1.2,Spiritual,Situated by natural spring; busy on Shivratri.,No,TripAdvisor
Vansda National Park,Wildlife Sanctuary,20.8169,73.5313,Vansda  Navsari Gujarat,4.4,1800,Regular,3,Relaxation,Tropical forest in Dang with leopards and birds.,Yes,Forest Department
Chimer Falls,Waterfall,20.9904,73.493,Dang Gujarat,4.3,620,Regular,2.5,Relaxation,Cascading falls with a holy temple below.,No,Holidify
Jethabhai Stepwell,Stepwell,23.0154,72.6013,Isanpur  Ahmedabad Gujarat,4.1,150,Regular,1,Cultural,Historic stepwell tucked in urban surroundings.,No,ASI
Surkhab Dam,Lake/Dam,22.8093,73.0158,Anand District Gujarat,4.2,180,Regular,1.5,Relaxation,Reservoir surrounded by paddies and palm trees.,No,Google Maps
Kavi Kubernath Temple,Temple,22.3704,72.6733,Kavi Village Gujarat,4.2,270,Regular,1.2,Spiritual,Temple of poet-saint Kavi Kaga literary heritage site.,No,Holidify
Tapi River Front,Riverfront Park,21.1463,72.794,Surat Gujarat,4.3,2100,Regular,2,Relaxation,Green front with cobblestone walkways and gardens.,Yes,Surat Smart City
Kadana Dam,Dam,23.3849,73.8439,Mahisagar District Gujarat,4.3,440,Regular,1.5,Relaxation,Concrete gravity dam on Mahi river.,No,Water Resources Dept
Nilkantheswar Hill Temple,Temple,23.1932,73.3673,Santrampur Gujarat,4.4,820,Regular,2.5,Spiritual,Scenic hilltop temple with panoramic views.,No,TripAdvisor
Mahudi Jain Tirth,Temple Complex,23.3832,72.9704,Gandhinagar District Gujarat,4.6,7400,Moderate,2,Spiritual,Sacred place for Jain pilgrims famous for sukhadi.,Yes,JainTirth.com
Kashtabhanjan Hanuman Temple,Temple,22.6067,71.2128,Sarangpur Gujarat,4.8,17800,Moderate,2,Spiritual,Powerful Hanuman shrine defeating evil spirits.,Yes,TripAdvisor
Koteshwar Temple,Seaside Temple,23.6895,68.5224,Near Lakhpat  Kutch Gujarat,4.4,2400,Regular,2,Spiritual,Endmost western temple on Arabian Sea cliff.,Yes,Gujarat Tourism
Umiya Mata Mandir Unjha,Temple,23.8062,72.3899,Unjha Gujarat,4.5,3620,Regular,2,Spiritual,Central Umiya temple of Kadva Patidars.,Yes,TripAdvisor
Ghela Pur Mandir,Temple,22.7514,71.7019,Surendranagar Gujarat,4.2,210,Regular,1.5,Spiritual,River-side Shiva temple popular for pious bath.,No,Local Guide
Deri Vav,Stepwell,21.7278,70.6282,Mendarda Gujarat,4.1,115,Regular,1,Cultural,6th-century travertine well explored by archaeologists.,No,ASI India
Dandi March Memorial,Monument,20.9793,72.9201,Dandi Gujarat,4.7,8900,Regular,1.5,Cultural,Statues commemorate Gandhi’s historic salt satyagraha.,Yes,TripAdvisor
Jalaram Bapa Mandir Virpur,Temple,21.721,70.562,Virpur Gujarat,4.7,12700,Moderate,2,Spiritual,Famous saint’s main temple attracting national pilgrims.,Yes,Gujarat Tourism
Parnera Hill,Viewpoint & Temple,20.5638,72.982,Valsad Gujarat,4.3,980,Regular,2,Adventure,Hilltop temple and viewpoint with stairs.,No,Holidify
Khodiyar Mata Mandir Bhavnagar,Temple,21.7324,72.1967,Bhavnagar Gujarat,4.5,2800,Regular,1.5,Spiritual,Water-side shrine for regional goddess Khodiyar.,Yes,TripAdvisor
Sompura Salat Museum,Museum,23.5791,72.9275,Unjha Gujarat,4.2,130,Regular,1.2,Cultural,Displays temple carving art by famed Sompura sculptors.,No,Art Heritage
Dhoraji Fort,Heritage Fort,21.7314,70.4515,Dhoraji Gujarat,4.3,280,Regular,1.5,Cultural,Eroded rock fort with mural gateways remains.,No,Surendranagar Archives
Taranga Hills Jain Temples,Temple Hills,23.7003,72.7731,Mehsana Gujarat,4.5,4400,Moderate,2.5,Spiritual,White marble temples atop lush hills devoted to Jain Tirthankaras.,Yes,Holidify
Vanil Eco Campsite,Forest Camp,20.9156,73.5147,Waghai Gujarat,4.2,360,Regular,2,Relaxation,Forest cabins with safari and sky watching programs.,No,Forest Department
Sarvodaya Jain Tirth,Temple Complex,21.5695,71.7604,Amreli Gujarat,4.4,720,Regular,2,Spiritual,Newly made spiritual campus with tall Jain murals.,No,Jain Sites
Harinakshi Mata Temple,Temple,23.0984,72.5671,Ahmedabad Gujarat,4.2,530,Regular,1.2,Spiritual,Popular city temple with daily bhajans.,No,TripAdvisor
Tajpor Beach,Beach,21.102,72.8784,Navsari District Gujarat,4,440,Regular,1.5,Relaxation,Lesser-known coast used by locals and bikers.,No,Google Reviews
Khodaldham Bhavnagar,Temple,21.7711,72.1367,Bhavnagar Gujarat,4.3,340,Regular,1.5,Spiritual,Replica of Kagvad temple built for pilgrim crowd.,No,Holidify
Hingolgadh Nature Museum,Museum,22.2946,71.157,Jasdan Gujarat,4.3,190,Regular,1.2,Cultural,Nature center run by forest dept with dioramas.,No,Gujarat Forest Dept
Adalaj Trimandir,Temple,23.1756,72.5631,Adalaj  Gandhinagar Gujarat,4.7,6900,Moderate,2,Spiritual,Modern spiritual campus with Jain  Vaishnav  Shaiva icons.,Yes,Dada Bhagwan Org
Tarsali Lake,Pond,22.261,73.1742,Vadodara Gujarat,4.2,120,Regular,1,Relaxation,Small urban pond with walking track.,No,Baroda Civic Infra
Ras Mandal Temple,Festival Ground,21.7734,72.1511,Bhavnagar Gujarat,4.4,370,Regular,2,Cultural,Ras garba ground with permanent temple backdrop.,No,TripAdvisor
Hanuman Temple Gondal,Temple,21.9574,70.8021,Gondal Gujarat,4.5,830,Regular,1.5,Spiritual,Famous for scriptural narrations and aarti events.,No,Google Maps
Vanakbori Dam,Dam,22.8771,73.3294,Kheda Gujarat,4.1,275,Regular,1.5,Relaxation,Hydroelectric power's scenic waterbody picnic site.,No,Water Resources Dept
Ramastriji Mandir,Temple,21.4078,70.9591,Jetpur Gujarat,4.2,180,Regular,1,Spiritual,Rustic temple located near dry riverbed.,No,Local Atlas
Mangadh Hilltop Memorial,Freedom Site,21.418,73.6415,Dang District Gujarat,4.4,320,Regular,2,Cultural,Tribal hero Govind Guru's memorial trek to hill.,Yes,Gujarat Tribals
Sandhan Valley Rann Viewpoint,Viewpoint,23.6094,70.0993,North Kutch Gujarat,4.3,980,Regular,2,Adventure,High desert ridge with salt pan sunrise view.,No,Local Explorer
Mahuva Beach,Coastal Beach,21.0898,71.7764,Mahuva  Bhavnagar District Gujarat,4.2,900,Regular,2,Relaxation,Sweeping bay beach with coconut plantations.,Yes,TripAdvisor
Lakshmi Vilas Palace,Palace,22.3001,73.1918,Vadodara Gujarat,4.7,9800,Premium,2,Cultural,Grand 19th-century palace four times bigger than Buckingham Palace.,Yes,TripAdvisor
Gira Waterfalls,Waterfall,20.7932,73.496,Waghai  Dang Gujarat,4.4,6300,Regular,2.5,Relaxation,Scenic seasonal waterfalls surrounded by lush forest.,Yes,Holidify
Narsinh Mehta Lake,Lake,21.5308,70.4682,Junagadh Gujarat,4.2,1250,Regular,1.5,Relaxation,Lake with pathways and musical fountain in evening.,No,Junagadh Civic
Vasant Nature Cure Center,Wellness,23.203,72.6351,Gandhinagar Gujarat,4.5,880,Moderate,3,Relaxation,Naturopathy and yoga retreat with heritage values.,No,Holidify
BAPS Swaminarayan Chhatralaya,Religious Campus,22.3045,70.8096,Rajkot Gujarat,4.4,1450,Regular,2,Spiritual,Hostel and prayer center part of global Swaminarayan network.,No,BAPS.org
Sakkarbaug Zoo,Wildlife,21.5189,70.4683,Junagadh Gujarat,4.5,7400,Moderate,3,Family,Lion breeding program and conservation-focused zoo.,Yes,TripAdvisor
Indroda Nature Park,Park,23.0835,72.6592,Gandhinagar Gujarat,4.4,4950,Regular,2,Family,Dinosaur fossils  botanical gardens  and deer enclosure.,Yes,Gujarat Forest Dept
Heritage Street Vadodara,Heritage Walk,22.3072,73.1813,Vadodara Gujarat,4.3,310,Regular,1,Cultural,Colorful lane with restored colonial and Gaekwad structures.,No,Intac Gujarat
Laldungri Eco Campsite,Camp Site,20.8617,73.4063,Dang Gujarat,4.2,160,Regular,1.5,Relaxation,Affordable eco-tourism camping with bonfire areas.,No,Gujarat Forest Dept
Gopallal Lake,Lake,21.9312,72.0763,Bhavnagar Gujarat,4.1,650,Regular,1.5,Relaxation,Serene lake used for boating and birdwatching.,No,Google Maps
Roopgadh Fort,Fort,22.5625,73.9217,Dahod Gujarat,4.2,340,Regular,2,Adventure,Historical fort on rugged trail through Vindhya hills.,No,Holidify
Avali Mahadev Temple,Temple,23.219,72.6811,Kalol Gujarat,4.3,580,Regular,1.5,Spiritual,Picturesque Shiva temple amid banyan trees.,No,TripAdvisor
Lakhota Lake,Lake,22.4846,70.0597,Jamnagar Gujarat,4.3,2200,Regular,2,Relaxation,Lake with Lakhota Museum and evening lighting.,Yes,Gujarat Tourism
Machundri River Banks,Riverside,21.1286,70.671,Veraval District Gujarat,4.2,210,Regular,1,Relaxation,Peaceful riverside location near famous Shiva temples.,No,Google Maps
Ashapura Temple,Temple,23.2454,69.7733,Mandvi  Kutch Gujarat,4.5,1550,Regular,2,Spiritual,Famous wish-granting goddess temple in coastal town.,Yes,Holidify
Kavi Shree Narmad Memorial,Memorial,21.1833,72.7923,Surat Gujarat,4.3,350,Regular,1.5,Cultural,Renovated home of 19th-century Gujarati poet.,Yes,Surat Heritage Dept
Science Centre Surat,Museum,21.1794,72.8045,Citylight Rd  Surat Gujarat,4.6,6900,Moderate,2.5,Educational,STEM-focused museum and planetarium with 3D films.,Yes,TripAdvisor
Children’s University Gandhinagar,Educational Spot,23.2245,72.6492,Gandhinagar Gujarat,4.3,190,Regular,1.5,Family,Innovative institute with child-friendly public science sections.,No,Edu Dept
Bhimnath Mahadev Temple,Temple,22.7106,72.8825,Nadiad Town Gujarat,4.2,710,Regular,1.5,Spiritual,Shiva temple known for underground water connection.,No,TripAdvisor
Tithal Seafront Promenade,Boardwalk,20.5884,72.9297,Tithal Beach Gujarat,4.3,1040,Regular,2,Relaxation,Sea-wall style walking path with benches and food stalls.,Yes,TripAdvisor
Jetalpur Swaminarayan Mandir,Temple Complex,22.8207,72.6827,Jetalpur Gujarat,4.5,1650,Regular,2,Spiritual,Rural spiritual center under Vadtal Swaminarayan sect.,Yes,Swaminarayan.org
Rajkot Jubilee Garden,Park,22.3002,70.8009,Rajkot Gujarat,4.2,2750,Regular,1.5,Relaxation,Garden housing Watson Museum and seasonal fairgrounds.,Yes,TripAdvisor
Sidhpur Bohra Mansions,Heritage Site,23.923,72.3743,Sidhpur Gujarat,4.3,1289,Regular,1.5,Cultural,Colorful pastel townhomes of Dawoodi Bohras.,Yes,Gujarat Tourism
Zoological Museum,Science Exhibit,23.1551,69.7395,Bhuj Gujarat,4.2,240,Regular,1.5,Educational,Bird inspect mamal specimens native to Kutch,No,Forest Dept
Sambhavnath Jain Derasar,Temple,21.6543,70.466,Jetpur Gujarat,4.4,300,Regular,1.5,Spiritual,Intricately carved small Jain temple off the main road.,No,Google Maps
Bhujia Fort Historic Trail,Hiking Route,23.238,69.6902,Bhuj Gujarat,4.3,1040,Regular,2,Adventure,Foot trail with panoramic city views and temple stops.,Yes,TripAdvisor
Saputara Museum,Museum,20.5776,73.7524,Saputara Gujarat,4.2,710,Regular,1,Cultural,Displays tribal daily life and Dang crafts.,Yes,Holidify
Shri Gaushala Sansthan,Pilgrimage/NGO,22.0127,70.7542,Kagvad Gujarat,4.5,1450,Regular,2,Spiritual,Gaushala caring for over 200 cows as per dharma.,No,NGO Records
Somnath Tirth Heritage Path,Walking Trail,20.8823,70.4043,Somnath Gujarat,4.7,9800,Moderate,2.5,Spiritual,Well-lit walkway linking temples and sea view points.,Yes,Gujarat Tourism
Uttarakhand Mahadev Temple,Temple,21.1672,72.808,Athwa Lines  Surat Gujarat,4.2,330,Regular,1.2,Spiritual,Calm green open temple far from city traffic.,No,TripAdvisor
Bhola Baba Cave Temple,Cave Temple,22.8839,70.9961,Morbi District Gujarat,4.2,420,Regular,1.5,Spiritual,Cave shrine inside massive tree-laden compound.,No,Google Maps
Mahalaxmi Temple Bhuj,Temple,23.2532,69.671,Bhuj Gujarat,4.4,820,Regular,1.5,Spiritual,Goddess temple close to city shopping area.,Yes,Holidify
Velavadar National Park,Wildlife Sanctuary,22.0327,72.028,Bhavnagar District Gujarat,4.7,6200,Moderate,3.5,Relaxation,Grassland home to blackbucks and Indian wolves.,Yes,Gujarat Forest Dept
Senate Museum Surat,Museum,21.1947,72.8398,Surat Gujarat,4.2,690,Regular,1.5,Cultural,Housed in historic municipal building; textile archives.,No,Surat Smart City
Bhav Nagar Water Tank,Pond,21.762,72.1481,Bhavnagar Gujarat,4.1,250,Regular,1,Relaxation,Popular among bird watchers and morning walkers.,No,Local Blogs
Junagadh Buddhist Cave Groups,Cave Complex,21.5236,70.4608,Uparkot Fort  Junagadh Gujarat,4.4,1280,Regular,2,Cultural,Caves from 2 BC used for meditation and monastic life.,Yes,ASI India
Mangleshwar Beach,Beach,21.0741,72.7298,Navsari Gujarat,4.2,580,Regular,1.5,Relaxation,Quiet beach with natural walking trail and birds.,No,TripAdvisor
Sardar Patel Museum,Museum,21.7554,72.1297,Bhavnagar Gujarat,4.3,3100,Regular,2,Cultural,Museum with paintings artefacts  and independence-era photo archives.,Yes,Gujarat Tourism
Bahucharaji Temple,Temple,23.5158,71.5159,Bahucharaji Gujarat,4.6,9200,Moderate,2,Spiritual,Shakti Peeth for Bahuchara Mata  goddess of fidelity.,Yes,Holidify
Shri Dwarkadhish Mandir cultural tours,Religious Tour,22.2436,68.9674,Dwarka Gujarat,4.8,12800,Moderate,2.5,Spiritual,Guided temple darshan and heritage walk packages.,Yes,TripAdvisor
Bileshwar Mahadev Temple,Temple,21.9042,69.8781,Porbandar District Gujarat,4.3,660,Regular,2,Spiritual,Famous Shiva temple adored by forestry tribes.,No,Local Records
Kalika Mata Temple Pavagadh,Temple,22.4997,73.5128,Pavagadh Hill Gujarat,4.5,6900,Moderate,3,Spiritual,Hilltop Shakti Peeth reached by ropeway or stairs.,Yes,TripAdvisor
Sahastralinga Talav,Stepped Tank,23.8602,72.1007,Patan Gujarat,4.3,880,Regular,1.5,Cultural,Large stepped tank with ancient Shiva lingas.,Yes,UNESCO
Dharmasthala Digambar Jain Temple,Temple,23.3957,72.112,Gujarat border hills Gujarat,4.2,220,Regular,1.5,Spiritual,Remote temple surrounded by tigers and teak trees.,No,JainTirth
Daulat Villa Heritage Home,Heritage Home Stay,23.7434,72.6311,Vadnagar Gujarat,4.5,195,Regular,2,Cultural,Century-old refurbished royal house turned guest stay.,No,Heritag Gujarat
Nazir Baug Palace,Palace,22.3039,73.1797,Vadodara Gujarat,4.1,620,Regular,1.5,Cultural,Historic estate of Gaekwad dynasty under restoration.,No,INTACH
Bardoli Tower (Clock Tower),Heritage Landmark,21.124,73.1123,Bardoli Gujarat,4.2,190,Regular,1,Cultural,Tall colonial clock tower erected in recognition of Sardar Patel.,No,Holidify
Bhadbhoot Barrage,New Barrage,21.4271,72.8612,Bharuch District Gujarat,4,420,Regular,1,Relaxation,Ongoing barrage project offering scenic walks.,No,Google Maps
Jalaram Temple Virnagar,Temple,22.1805,70.5986,Virnagar Gujarat,4.6,3850,Regular,1.5,Spiritual,Early home temple of saint Jalaram  now a shrine.,Yes,TripAdvisor
